지점,지점명,일시,평균기온(°C),강수 계속시간(hr),1시간 최다강수량(mm),일강수량(mm),가조시간(hr),합계 일조시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사량(MJ/m2),일 최심적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C)
252,영광군,2019-08-06,29,,,,13.8,9.9,1300,3.23,24.67,,6.4,.3,32.9
252,영광군,2019-08-07,28.2,,,,13.8,9.2,1000,2.91,22.46,,5.3,.1,30.8
252,영광군,2019-08-08,28.1,,6.1,6.1,13.7,3.6,1100,2.44,11.05,,7.5,.5,30.8
252,영광군,2019-08-09,28.6,,,,13.7,8.5,1100,3.04,22.17,,6.1,.1,33.8
252,영광군,2019-08-10,29.4,,,,13.7,10.3,1200,3.45,24.89,,7.1,.3,33.7
252,영광군,2019-08-11,28.3,,28,58.1,13.6,2.6,1100,2.29,13.44,,8.8,.9,29.7
252,영광군,2019-08-12,27.5,,13.4,42.6,13.6,1.9,1400,1.7,10.47,,8.5,1.5,28.9
252,영광군,2019-08-13,28.8,,,,13.6,9.8,1300,3.47,24.79,,5,.5,33.7
252,영광군,2019-08-14,27.9,,,,13.6,10.5,1200,3.25,22.87,,6.1,.9,30.6
252,영광군,2019-08-15,27.3,,,,13.5,5.5,1300,3.41,18.52,,6.6,1.5,30.3
252,영광군,2019-08-16,25.7,,1.7,2.2,13.5,4.7,1400,2.45,14.78,,4.8,1,28
252,영광군,2019-08-17,26.2,,.1,.1,13.4,8.7,1100,3.14,21.59,,4,.5,29.6
252,영광군,2019-08-18,25,,,,13.4,11.4,1100,3.25,25.81,,2.9,.1,29.8
252,영광군,2019-08-19,24.6,,,,13.4,11.2,1200,3.28,25.69,,5.4,0,29.1
252,영광군,2019-08-20,26.1,,0,0,13.4,8.3,1300,2.99,20.73,,4.8,0,29
252,영광군,2019-08-21,26.5,,21.8,28,13.3,1.4,1100,1.93,10.96,,7.4,1.5,28.7
252,영광군,2019-08-22,26.3,,22.3,85.3,13.3,7.2,1300,3.22,20.55,,7.1,1,29
252,영광군,2019-08-23,25,,0,0,13.3,5.6,1300,2.38,16.48,,6.3,.3,29.1
252,영광군,2019-08-24,23.1,,,,13.2,6.5,1300,3.08,18.73,,5.8,.4,26.2
252,영광군,2019-08-25,22.2,,.3,.6,13.2,1.9,1200,1.58,10.14,,6.9,1.8,22.8
252,영광군,2019-08-26,24.6,,0,0,13.2,9.6,1200,3.43,22.85,,6,1.6,29.9
252,영광군,2019-08-27,22.5,,16.7,36.6,13.1,0,,,,,8.8,2.6,23.3
252,영광군,2019-08-28,23.7,,.6,.7,,,,,,,7.9,.6,24.8
252,영광군,2019-08-29,22.6,,0,0,13,0,,,,,9.4,.3,23.1
252,영광군,2019-08-30,22.8,,0,0,13,0,,,,,2.6,.8,25.3
252,영광군,2019-08-31,22.8,,.9,.9,13,2.2,1600,1.5,2.56,,6.9,.9,27.8
252,영광군,2019-09-01,21.8,,0,0,12.9,1.9,800,1.61,9.47,,8.8,.8,25.6
252,영광군,2019-09-02,21.3,,.6,2.2,12.9,0,1300,1.2,7.09,,8.8,1,22.4
252,영광군,2019-09-03,23,,1.1,2.3,12.9,0,1200,1.41,7.8,,9.8,1.1,23.7
252,영광군,2019-09-04,24.7,,5.8,13.9,12.8,2,1200,2.46,11.38,,9.6,1.1,25.5
252,영광군,2019-09-05,24,,12.8,20.2,12.8,0,1000,1.36,5.36,,9.9,.8,24.1
252,영광군,2019-09-06,25.2,,.8,2.7,12.8,,,,,,9.5,.3,26.9
252,영광군,2019-09-07,24.6,,8.5,20.2,12.7,2.9,1600,1.5,5.94,,8.6,2.4,24.5
252,영광군,2019-09-08,24,,1.3,3.7,12.7,1.2,1000,1.6,8.81,,9.8,1.3,24.9
252,영광군,2019-09-09,24.6,,3.5,19.7,12.7,1.9,1500,1.59,9.35,,9.1,2.6,26.4
252,영광군,2019-09-10,25.8,,0,0,12.6,6.6,1200,2.23,15.31,,5.3,.3,27.2
252,영광군,2019-09-11,24.2,,0,0,12.6,6.6,1300,3.08,18.18,,5.5,2.1,25.9
252,영광군,2019-09-12,23,,2.2,2.3,12.6,0,1100,1.16,7.03,,8.5,2.8,24.2
252,영광군,2019-09-13,23,,,,12.5,9.7,1100,3.06,20.78,,5.5,.9,28.4
252,영광군,2019-09-14,23.1,,,,12.5,9.3,1300,2.98,20.02,,6.9,1.5,27.9
252,영광군,2019-09-15,23.7,,,,12.4,8.2,1400,2.69,18.45,,6.3,2.3,28
252,영광군,2019-09-16,23.2,,,,12.4,7.7,1300,2.8,18.19,,4.6,2,26.7
252,영광군,2019-09-17,22,,,,12.4,11.5,1200,3.16,23.46,,1.9,0,27.2
252,영광군,2019-09-18,20,,,,12.3,11.2,1200,3.21,22.84,,2.8,.8,24.4
252,영광군,2019-09-19,17.9,,,,12.3,11.5,1200,3.15,22.93,,1.9,0,22.8
252,영광군,2019-09-20,19.1,,,,12.3,1.2,1300,1.92,10.18,,8.3,1,21.4
252,영광군,2019-09-21,17,,12.3,61.2,12.2,0,1000,.49,2.35,,9.8,3.3,16.9
252,영광군,2019-09-22,17.4,,19.7,93.7,12.2,0,1500,.3,1.12,,8.3,,17
252,영광군,2019-09-23,18.1,,.1,.1,12.2,10.7,1200,3.17,22.62,,1.9,0,23.7
252,영광군,2019-09-24,17.2,,,,12.1,11.4,1100,3.04,20.35,,2.3,.1,21.8
252,영광군,2019-09-25,18.3,,,,12.1,6.8,1100,2.58,15.23,,8.6,1.1,21.8
252,영광군,2019-09-26,20.4,,,,12,6.4,1100,2.33,15.05,,6.9,.8,26.5
252,영광군,2019-09-27,,,,,12,6.3,1300,2.66,12.07,,4.9,,30.2
252,영광군,2019-09-28,22.8,,.4,.4,12,8,1400,2.29,15.27,,4.9,1.6,28.4
252,영광군,2019-09-29,21.1,,,,11.9,8.7,1300,2.62,17.77,,2.3,0,25
252,영광군,2019-09-30,20.5,,,,11.9,10.5,1200,2.58,18.7,,3.6,.9,26.8
252,영광군,2019-10-01,19.8,,23.1,41.3,11.9,0,1000,.34,.95,,9.5,.5,20.1
252,영광군,2019-10-02,20.5,,13.1,81.1,11.8,0,1300,.71,2.58,,10,4,20.3
252,영광군,2019-10-03,21.2,,1.1,3.3,11.8,4,1400,2.43,11.93,,3.7,1.5,25.2
252,영광군,2019-10-04,20.9,,,,11.7,10.7,1200,2.88,19.5,,5.5,.4,26.7
252,영광군,2019-10-05,17,,,,11.7,.6,1300,1.13,6.28,,8.4,5.5,18.6
252,영광군,2019-10-06,18.1,,0,0,11.7,5.6,1100,2.62,14.31,,7.8,2.6,20.4
252,영광군,2019-10-07,16,,5.4,19,11.6,0,1000,.31,1.79,,9.4,3.5,16.8
252,영광군,2019-10-08,15.8,,,,11.6,8.8,1100,2.71,16.93,,4.4,.1,18.4
252,영광군,2019-10-09,12.9,,,,11.6,10.9,1200,2.95,20.33,,1.8,0,18.9
252,영광군,2019-10-10,15.2,,,,11.5,8.7,1100,2.77,16.68,,7,2.6,19.3
252,영광군,2019-10-11,17.5,,,,11.5,9.6,1200,2.67,17.29,,5,1.3,22.3
252,영광군,2019-10-12,18.3,,,,11.5,10.8,1200,2.72,18.62,,.9,0,22.4
252,영광군,2019-10-13,15.9,,,,11.4,10.6,1200,2.76,18.77,,2,.4,22.2
252,영광군,2019-10-14,13.4,,,,11.4,7.2,1000,1.95,11.72,,4.5,.4,16.8
252,영광군,2019-10-15,11.4,,,,11.3,9.5,1300,2.14,15.1,,1.6,0,16.3
252,영광군,2019-10-16,13.6,,,,11.3,9,1100,2.39,15.72,,6.6,0,18.5
252,영광군,2019-10-17,14.2,,,,11.3,4.9,1100,2.45,11.64,,6.5,1.3,18.2
252,영광군,2019-10-18,15.3,,.8,.8,11.2,.9,1200,1.57,7.76,,8.8,3.8,17.3
252,영광군,2019-10-19,15.6,,,,11.2,9.9,1200,2.62,16.87,,3,0,19
252,영광군,2019-10-20,15.3,,,,11.2,7.7,1200,2.67,15.27,,3.4,0,17.6
252,영광군,2019-10-21,15.2,,,,11.1,9.8,1200,2.58,16.71,,4.6,0,17.8
252,영광군,2019-10-22,15.6,,,,11.1,10.4,1200,2.6,16.94,,4.4,0,19.5
252,영광군,2019-10-23,16,,,,11.1,0,1100,.84,4.8,,9.6,1.1,17.4
252,영광군,2019-10-24,17.4,,,,11,9.4,1200,2.53,15.72,,3.8,.6,20.6
252,영광군,2019-10-25,16.5,,0,0,11,8.6,1100,2.37,13.56,,5.8,.9,20.4
252,영광군,2019-10-26,13,,,,11,1.8,1200,2.42,8.39,,8,3.6,14.9
252,영광군,2019-10-27,11,,,,10.9,9.4,1200,2.65,15.6,,2,.1,14.5
252,영광군,2019-10-28,12.1,,,,10.9,8.6,1100,2.45,15.01,,5.3,.3,16.7
252,영광군,2019-10-29,14.8,,,,10.9,8.4,1300,2.5,15.06,,3.8,.5,18.1
252,영광군,2019-10-30,11.1,,,,10.8,10.1,1300,2.4,16.1,,3,0,16.5
252,영광군,2019-10-31,12.6,,,,10.8,9.9,1200,2.46,15.14,,.9,0,16.6
252,영광군,2019-11-01,13.5,,,,10.8,7.5,1200,2.27,13.48,,4.8,0,15.8
252,영광군,2019-11-02,13.8,,,,10.7,7.1,1300,2,10.64,,5.1,.3,17.7
252,영광군,2019-11-03,13.5,,,,10.7,8.5,1200,2.35,13.6,,5,.4,17.2
252,영광군,2019-11-04,12.8,,,,10.7,8.6,1100,2.19,13.69,,3.9,.1,17.2
252,영광군,2019-11-05,11.8,,,,10.6,8.2,1200,2.38,14.27,,3.8,.3,14.6
252,영광군,2019-11-06,11.1,,,,10.6,8.9,1100,2.29,13.86,,5.8,.9,15
252,영광군,2019-11-07,10.9,,,,10.6,5.7,1300,1.94,10.06,,5,.5,13.9
252,영광군,2019-11-08,7.5,,,,10.5,10.1,1200,2.39,14.97,,1,0,10.6
252,영광군,2019-11-09,8.5,,,,10.5,10,1200,2.29,14.34,,1.1,0,11.6
252,영광군,2019-11-10,10.2,,,10.4,10.5,1,1100,1.2,6.05,,8.3,.8,10.7
252,영광군,2019-11-11,13.3,,,.2,10.5,2.6,1100,1.42,5.94,,4.6,.9,12.7
252,영광군,2019-11-12,9.8,,,,10.4,8.8,1200,2.06,11.77,,4.3,1.3,12
252,영광군,2019-11-13,9.5,,,5,10.4,.1,1000,.92,3.92,,7.3,1.4,9.3
252,영광군,2019-11-14,5,,,.6,10.4,8,1200,2.29,13.18,,3.9,.8,7.5
252,영광군,2019-11-15,9.7,,,,10.3,9.5,1200,2.16,13.14,,1.6,.1,10.6
252,영광군,2019-11-16,12.6,,,2.9,10.3,2.1,1400,1.02,3.99,,4.6,1,13.8
252,영광군,2019-11-17,15.7,,,19.3,10.3,.2,1200,.82,2.51,,9.5,3,15.1
252,영광군,2019-11-18,9.5,,,14.3,10.3,.5,1100,1.23,4.3,,9.5,1.8,9.6
252,영광군,2019-11-19,6,,,.3,10.2,1,1300,1.13,4.81,,7.6,.9,6.9
252,영광군,2019-11-20,3.4,,,,10.2,9.5,1200,2.2,13.14,,1.3,.5,6.1
252,영광군,2019-11-21,5.7,,,,10.2,7.6,1100,2.02,10.85,,5.8,4,7.4
252,영광군,2019-11-22,10.9,,,,10.2,9,1200,2.05,11.93,,2.9,.4,13.4
252,영광군,2019-11-23,12.5,,,,10.1,9.2,1200,2.07,12.47,,4,.4,14.2
252,영광군,2019-11-24,13.4,,,1.1,10.1,6.8,1300,1.99,10.47,,7.3,1.4,17
252,영광군,2019-11-25,4.7,,,,10.1,0,1100,.79,4.32,,9.8,3.1,5.8
252,영광군,2019-11-26,7.5,,,0,10.1,4.3,1000,1.72,8.06,,8.5,4.1,8.3
252,영광군,2019-11-27,6.8,,,0,10.1,.9,1100,1.18,5.86,,9.6,2,7.7
252,영광군,2019-11-28,4.4,,,,10,8.5,1200,2.02,11.47,,5.1,.1,5.3
252,영광군,2019-11-29,3.1,,,,10,9.6,1200,2.14,12.82,,1.3,0,4.5
252,영광군,2019-11-30,5.1,,,,10,7.4,1200,2.03,11.06,,5.3,1,6.7
252,영광군,2019-12-01,5.6,,,17.6,10,0,1000,.16,.66,,9.6,3.8,5.5
252,영광군,2019-12-02,5.2,,,.3,10,2.1,1200,1.34,5.32,,8.6,3.4,4.9
252,영광군,2019-12-03,4.1,,,.4,10,3.6,1000,1.46,7.61,,6,2.1,5.3
252,영광군,2019-12-04,5.1,,,,9.9,8.3,1100,1.84,10.18,,2.5,.3,6.7
252,영광군,2019-12-05,1.4,,,.4,9.9,7.1,1200,2.04,10.72,,5,1.8,3.3
252,영광군,2019-12-06,-2.7,,,,9.9,8.7,1200,2.03,11.78,,1,0,-.6
252,영광군,2019-12-07,1.9,,,,9.9,8.2,1200,1.86,10.68,,6.5,2,4.3
252,영광군,2019-12-08,2.9,,,,9.9,8.2,1100,1.86,11.18,,4,2.6,4.9
252,영광군,2019-12-09,4.4,,,,9.9,5,1100,1.73,7.61,,3.5,.9,3.3
252,영광군,2019-12-10,10.1,,,,9.9,5.5,1200,1.55,7.5,,6.9,.3,9.7
252,영광군,2019-12-11,8.7,,,.1,9.8,1.2,1100,.88,3.72,,7.1,1.6,9.2
252,영광군,2019-12-12,3.1,,,0,9.8,8.3,1200,1.94,11.39,,3.4,1.1,5.1
252,영광군,2019-12-13,2,,,,9.8,9,1300,1.71,10.03,,6.4,1.9,4.6
252,영광군,2019-12-14,5,,,1.1,9.8,7.5,1200,2.02,11.22,,6.6,.6,6.1
252,영광군,2019-12-15,5.4,,,,9.8,7.6,1300,1.89,10.1,,5.9,.6,6.5
252,영광군,2019-12-16,10.4,,,,9.8,.9,1200,1.14,4.46,,6.4,1.9,10.2
252,영광군,2019-12-17,9.7,,,4.4,9.8,0,1000,.18,.38,,8.9,5.9,8.6
252,영광군,2019-12-18,4.4,,,,9.8,1.1,1200,1.05,5.42,,8.8,5.9,5
252,영광군,2019-12-19,2.3,,,,9.8,8.4,1200,1.96,10.47,,6,1.8,4.5
252,영광군,2019-12-20,1.7,,,1.4,9.8,1,1000,1.05,4.84,,7.8,1.4,2.4
252,영광군,2019-12-21,.3,,,,9.8,.1,1200,.73,4.42,,8.3,0,.4
252,영광군,2019-12-22,4,,,,9.8,4.9,1300,1.5,7.01,,5.6,.5,4.2
252,영광군,2019-12-23,5.8,,,2.4,9.8,3,1100,1.57,6.76,,8.6,4.6,5.5
252,영광군,2019-12-24,2.9,,,,9.8,8.2,1200,1.95,10.76,,3.6,0,4.9
252,영광군,2019-12-25,4.2,,,,9.8,6.8,1200,1.91,10.18,,6,4.5,4.7
252,영광군,2019-12-26,4.5,,,.1,9.8,0,1300,.4,1.46,,9.1,2.9,4.5
252,영광군,2019-12-27,2.9,,,,9.8,.9,1200,.9,4.61,,8.9,4.9,3.5
252,영광군,2019-12-28,1.4,,,,9.8,9.1,1200,1.89,10.85,,0,0,3.6
252,영광군,2019-12-29,4.4,,,11.4,9.8,0,1200,.45,1.63,,10,3.8,3.6
252,영광군,2019-12-30,6.3,,,.9,9.8,2.5,1200,1.82,5.73,,9.1,5.8,7
252,영광군,2019-12-31,-2.7,,,,9.8,4.1,1200,1.86,7.86,,7.9,2.8,-1.9
252,영광군,2020-01-01,-.7,,,,9.8,3,1300,1,6.11,,7.1,6.6,.1
252,영광군,2020-01-02,1.7,,,,9.8,3.9,1300,1.71,4.38,,6.1,3.3,3.5
252,영광군,2020-01-03,2.4,,,,9.9,6.9,1100,1.61,9.18,,5.4,,3.3
252,영광군,2020-01-04,1.6,,,,9.9,6.9,1200,1.68,9.52,,5.5,.1,1.3
252,영광군,2020-01-05,2.5,,,,9.9,7.9,1100,1.91,11.14,,4.6,.8,4.3
252,영광군,2020-01-06,6.8,,,7.7,9.9,0,1100,.13,.54,,9.6,6.5,5.9
252,영광군,2020-01-07,13.5,,,29.6,9.9,0,1300,.07,.25,,8.4,,12.9
252,영광군,2020-01-08,4.7,,,3,9.9,0,1200,.07,.14,,9.4,2.5,4.5
252,영광군,2020-01-09,3.3,,,,9.9,3.4,1200,1.13,6.23,,9.1,4,4.1
252,영광군,2020-01-10,.8,,,,9.9,8.4,1200,2.02,11.78,,5.1,.9,1.7
252,영광군,2020-01-11,2.4,,,,10,6.4,1300,1.69,8.96,,8.3,1.1,3.4
252,영광군,2020-01-12,3.5,,,0,10,0,1400,.49,2.59,,9,2.5,3.6
252,영광군,2020-01-13,2.1,,,,10,2,1200,1.26,6.09,,9,1.4,3.4
252,영광군,2020-01-14,1,,,,10,5.8,1300,1.6,8.25,,7.1,.5,2.3
252,영광군,2020-01-15,-.1,,,,10,3.9,1200,1.57,7.76,,8.3,1.6,1.5
252,영광군,2020-01-16,.5,,,,10.1,7.5,1200,2.01,10.9,,8.4,.9,2.2
252,영광군,2020-01-17,.8,,,,10.1,7.9,1200,2.08,10.85,,5.8,1.5,1.8
252,영광군,2020-01-18,.5,,,,10.1,9,1200,2.06,12.18,,4.1,1.3,1.8
252,영광군,2020-01-19,2.5,,,0,10.1,.7,1300,.82,4.11,,6.8,.8,2.3
252,영광군,2020-01-20,4,,,,10.1,6,1100,1.64,8.56,,5.5,1.3,4.7
252,영광군,2020-01-21,1,,,,10.2,9.5,1200,2.23,13.56,,2.8,.6,4.6
252,영광군,2020-01-22,2.9,,,7.1,10.2,0,1200,.27,.88,,10,2.1,3
252,영광군,2020-01-23,5.3,,,1.4,10.2,6.4,1200,2.13,10.42,,8.6,1.5,7.7
252,영광군,2020-01-24,4.3,,,,10.2,8.3,1200,2.15,12.02,,6.8,.1,5.8
252,영광군,2020-01-25,4.3,,,,10.3,0,1100,.92,4.61,,9.9,3.1,4.5
252,영광군,2020-01-26,5.5,,,,10.3,2.3,1100,1.25,7.01,,9.1,1,6
252,영광군,2020-01-27,4.9,,,12.9,10.3,0,1200,.2,1.15,,8.6,1.9,4.8
252,영광군,2020-01-28,5.9,,,0,10.3,5.5,1200,2.09,10.27,,6.1,3.3,9
252,영광군,2020-01-29,5.8,,,.2,10.4,1.1,1200,1.17,5.88,,8.8,4,6.7
252,영광군,2020-01-30,5.2,,,.2,10.4,2,1300,1.83,6.98,,8.4,1.3,5.1
252,영광군,2020-01-31,3.6,,,.8,10.4,2.3,1000,1.05,7.05,,7.1,3.5,5.3
252,영광군,2020-02-01,3,,,,10.5,4.3,1100,1.61,8.53,,5.8,.4,2.5
252,영광군,2020-02-02,1.7,,,,10.5,9.1,1400,1.92,12.36,,4.5,.1,4.1
252,영광군,2020-02-03,.4,,,.7,10.5,3.9,1200,2.31,8.92,,5.9,1.4,0
252,영광군,2020-02-04,-.2,,,0,10.5,7.6,1200,2.41,13.23,,1.8,.4,2.7
252,영광군,2020-02-05,-2.7,,,1.5,10.6,9,1200,2.16,14.06,,6.5,2.9,.3
252,영광군,2020-02-06,-4.3,,,,10.6,7.5,1100,2.02,11.09,,5.8,0,-1.9
252,영광군,2020-02-07,-1,,,.1,10.7,8.8,1300,1.97,12.36,,7.1,2,1.2
252,영광군,2020-02-08,2.4,,,.2,10.7,5.9,1200,1.87,10.1,,5.9,.8,2.8
252,영광군,2020-02-09,1,,,,10.7,9.8,1200,2.41,14.02,,3.6,.6,3.4
252,영광군,2020-02-10,3.5,,,,10.7,8.5,1300,2.16,13.27,,3.5,0,5.1
252,영광군,2020-02-11,6.6,,,.1,10.8,7.2,1200,1.85,11.22,,6.9,.9,7.6
252,영광군,2020-02-12,9.3,,,6.8,10.8,0,1200,.11,.62,,9.5,3.6,8.8
252,영광군,2020-02-13,7,,,.2,10.8,.5,1300,.74,3.76,,9,4.4,7.6
252,영광군,2020-02-14,7.5,,,,10.9,7,1200,2.56,14.25,,5,.1,10
252,영광군,2020-02-15,9.2,,,5.4,10.9,4,1100,2.15,7.13,,8.5,4,8.1
252,영광군,2020-02-16,1.1,,,11,10.9,1.3,1300,1.22,5.25,,9.5,2.9,2.4
252,영광군,2020-02-17,-1.7,,,1.2,11,2.1,1300,1.66,8.22,,9.1,2.1,-1.4
252,영광군,2020-02-18,.2,,,,11,9.2,1300,2.68,16.86,,4.3,.9,2.2
252,영광군,2020-02-19,2.4,,,,11,8.3,1300,2.77,15.75,,6.6,0,3.7
252,영광군,2020-02-20,4.8,,,,11.1,10.2,1200,2.62,16.77,,2.3,0,7.7
252,영광군,2020-02-21,8.6,,,3.5,11.1,6.3,1200,2.45,11.01,,6.5,1,4.2
252,영광군,2020-02-22,6.7,,,0,11.1,9.8,1200,2.45,16.19,,3.3,1.4,10.3
252,영광군,2020-02-23,3.2,,,,11.2,10.2,1300,2.71,17.92,,.3,0,7.6
252,영광군,2020-02-24,7.6,,,2.3,11.2,7.4,1200,2.7,14.46,,5,2.3,8.9
252,영광군,2020-02-25,11.7,,,8,11.3,0,1200,.27,.57,,9.5,7.5,11.6
252,영광군,2020-02-26,7.2,,,,11.3,7.1,1300,2.61,15.68,,6.4,3.3,9.6
252,영광군,2020-02-27,5.5,,,,11.3,10,1100,2.48,17.2,,4.5,1.8,9.1
252,영광군,2020-02-28,6.3,,,4.7,11.4,0,1300,.54,2.18,,9.8,3.9,6.4
252,영광군,2020-02-29,7,,,,11.4,5,1400,2.25,11.15,,6,2.8,10.4
252,영광군,2020-03-01,5.2,,,0,11.4,0,1100,1.26,5.98,,9,4.8,5.6
252,영광군,2020-03-02,4.3,,,,11.5,9.6,1200,2.9,18.79,,5.6,2.9,7.4
252,영광군,2020-03-03,5.5,,,,11.5,6.2,1200,2.27,14.09,,8.3,3.6,9.2
252,영광군,2020-03-04,3.9,,,,11.5,7,1200,2.84,15.73,,7.9,2.4,6.5
252,영광군,2020-03-05,2,,,,11.6,10.2,1200,2.99,20.19,,3.8,1.1,5.5
252,영광군,2020-03-06,2.1,,,,11.6,10.9,1300,3.13,22.52,,3.3,.3,6.8
252,영광군,2020-03-07,5.2,,,3.8,11.7,2.4,1100,1.43,9.02,,7.3,3.9,5.8
252,영광군,2020-03-08,5.8,,,,11.7,10.6,1200,3.02,20.34,,2.9,0,8.4
252,영광군,2020-03-09,7.4,,,4,11.7,0,1200,1.02,6.38,,9.1,1.5,8.2
252,영광군,2020-03-10,6,,,8.6,11.8,.5,1000,.33,1.66,,7.5,2.8,5.9
252,영광군,2020-03-11,4.3,,,,11.8,11.3,1200,3.1,21.95,,.3,.3,7.8
252,영광군,2020-03-12,5.6,,,,11.8,11.1,1200,3.1,21.28,,1.9,0,8.5
252,영광군,2020-03-13,5.1,,,,11.9,7.7,1200,2.93,17.28,,7.3,2.4,7.3
252,영광군,2020-03-14,5,,,,11.9,11,1200,3.17,21.85,,1.8,.3,10.1
252,영광군,2020-03-15,6,,,,12,10.9,1300,3.07,20.36,,5.1,.6,10.5
252,영광군,2020-03-16,4,,,,12,10.6,1200,3.2,21.64,,4.4,.1,9.7
252,영광군,2020-03-17,8.1,,,,12,10.8,1200,2.96,20.54,,2.3,.1,10.9
252,영광군,2020-03-18,11.7,,,,12.1,10.9,1200,3.22,22.87,,3.1,0,18.4
252,영광군,2020-03-19,9.9,,,,12.1,9.3,1300,3.15,19.54,,1.6,.1,12
252,영광군,2020-03-20,9.9,,,,12.1,11.4,1200,3.16,22.62,,.6,0,16.5
252,영광군,2020-03-21,14.5,,,,12.2,10.8,1200,2.86,20.27,,1,.1,18
252,영광군,2020-03-22,10.6,,,,12.2,9.5,1200,3.27,22.04,,3,1.8,15.4
252,영광군,2020-03-23,7.7,,,,12.2,11.4,1200,3.19,22.86,,1,0,13.9
252,영광군,2020-03-24,7.4,,,,12.3,11.2,1200,3.15,22.48,,3.4,0,13.2
252,영광군,2020-03-25,13.5,,,,12.3,10.5,1200,3.16,22.5,,4,1.3,18.5
252,영광군,2020-03-26,13.7,,,27.1,12.4,0,1500,.73,3.1,,9.8,6,13.5
252,영광군,2020-03-27,8.7,,,3.5,12.4,4.9,1400,2.79,11.32,,7.3,4.6,11
252,영광군,2020-03-28,6.1,,,,12.4,1.9,1300,1.88,11.11,,8.6,2.5,8.2
252,영광군,2020-03-29,6.5,,,,12.5,8.1,1200,3.16,20.65,,4.8,.1,11.9
252,영광군,2020-03-30,8.8,,,,12.5,10.1,1400,2.9,21.07,,6.4,2.1,15.3
252,영광군,2020-03-31,8.8,,,,12.6,11.3,1100,3.06,22.87,,3.8,.1,14.6
252,영광군,2020-04-01,9.1,,0,0,12.6,8.7,1200,2.97,19.79,,4.1,0,12.8
252,영광군,2020-04-02,8.8,,,,12.6,11,1200,2.89,20.46,,4.3,2.1,14.5
252,영광군,2020-04-03,7.6,,,,12.7,11.6,1200,3.35,23.77,,1.5,0,12.5
252,영광군,2020-04-04,7,,,,12.7,11.7,1200,3.25,24.5,,1.8,.1,12.1
252,영광군,2020-04-05,5.9,,,,12.7,11.6,1200,3.5,26.1,,1.1,0,11.8
252,영광군,2020-04-06,6.8,,,,12.8,10.3,1200,3.29,23.07,,5,0,12.1
252,영광군,2020-04-07,9.3,,,,12.8,11.4,1200,3.19,23.14,,4.3,.5,16.1
252,영광군,2020-04-08,8.4,,,,12.8,11.4,1200,3.32,24.05,,0,0,13
252,영광군,2020-04-09,7.4,,,,12.9,9,1200,3.24,21.67,,4.8,.3,13.1
252,영광군,2020-04-10,9,,,,12.9,11.4,1200,3.35,24.38,,4.3,1.3,17.5
252,영광군,2020-04-11,6.7,,.9,3,13,0,1200,.97,5.67,,9.5,1.6,9.1
252,영광군,2020-04-12,6.9,,1.3,2.7,13,5.3,1200,3.38,18.1,,6,1.6,8.3
252,영광군,2020-04-13,7.6,,,,13,11.9,1300,3.13,24.97,,4.1,.1,12
252,영광군,2020-04-14,9.8,,,,13.1,11.6,1200,3.51,26.56,,5.3,0,16.4
252,영광군,2020-04-15,9.8,,,,13.1,8.1,1200,2.79,18.87,,7.4,.4,13.9
252,영광군,2020-04-16,13.9,,,,13.1,11.2,1200,3.53,26.26,,4.1,.5,20.2
252,영광군,2020-04-17,13.6,,3.2,6.8,13.2,6.4,1200,3.29,16.46,,7.1,2.6,15.5
252,영광군,2020-04-18,10.5,,,,13.2,6.2,1400,3.16,19.26,,7.8,3.5,16
252,영광군,2020-04-19,10.9,,6.6,28.6,13.2,0,1100,.43,2.13,,10,2.4,10.9
252,영광군,2020-04-20,10.8,,,,13.3,4.7,1200,3.25,17.43,,9.1,2.9,12.9
252,영광군,2020-04-21,8.8,,,,13.3,11.1,1300,3.48,26.38,,6,1.1,14.7
252,영광군,2020-04-22,8.1,,,,13.3,9.1,1100,2.87,20.63,,2.1,.4,13
252,영광군,2020-04-23,8.8,,,,13.4,10.1,1200,3.61,26.5,,4,.3,14.8
252,영광군,2020-04-24,10.4,,,,13.4,12.2,1200,3.6,28.29,,2.1,0,16.1
252,영광군,2020-04-25,13.5,,,,13.4,11.5,1200,3.46,25.57,,1.1,.1,18.8
252,영광군,2020-04-26,10.8,,,,13.5,11.9,1200,3.67,27.8,,1.9,.3,17.3
252,영광군,2020-04-27,10.8,,,,13.5,12.4,1200,3.64,28.17,,1,0,18.9
252,영광군,2020-04-28,11.4,,,,13.5,12.3,1200,3.6,27.79,,2.1,0,17.8
252,영광군,2020-04-29,13.7,,,,13.6,12.4,1200,3.61,28.26,,1.3,0,20
252,영광군,2020-04-30,18,,,,13.6,10.2,1200,3.54,25.37,,4,1.6,24.7
252,영광군,2020-05-01,21,,,,13.6,7.3,1300,3.4,23.52,,6.9,1.4,25.6
252,영광군,2020-05-02,19.8,,.3,.5,13.7,.7,1100,1.41,7.98,,9.4,3.3,21.3
252,영광군,2020-05-03,18.9,,15.8,52.1,13.7,1.4,1200,2.48,12.52,,9,3.6,20
252,영광군,2020-05-04,16.5,,,,13.7,9.2,1300,3.28,24.04,,5.3,1.3,22.3
